,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
8312,"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention",N/A,2.0,N/A,cnn launch  tv everywher  servic mobil  googl tv comput   link  sxsw via,Neutral
8313,Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,Google,1.0,Google,googl launch rout around traffic  offer  option keep traffic  save yr worth time  everi day  sxsw,Positive
8314,Google launching  a new social network today? #sxsw {link},N/A,2.0,N/A,googl launch new social network today  sxsw  link ,Neutral
8315,Google launching new social network called Cicles at #sxsw today {link},N/A,2.0,N/A,googl launch new social network call cicl sxsw today  link ,Neutral
8316,Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,N/A,2.0,N/A,googl launch secret new social network call  circl   link  sxsw,Neutral
8317,Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,N/A,2.0,N/A,googl launch secret new social network call  circl  sxsw,Neutral
8318,Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,N/A,2.0,N/A,googl launch social network  googl circl  sxsw   ,Neutral
8319,I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,iPad,1.0,Apple,found bbq sauc ipad  tech texa realli come togeth  sxsw,Positive
8320,Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},iPad,1.0,Apple,line around block new ipad  austin sxsw  one lucki recipi   link ,Positive
8321,Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,Other Google product or service,1.0,Google,rout around traffic googl map save user  year worth time  everyday sxsw,Positive
8322,Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,1.0,Google,rout around traffic  googl map featur save user  year time  everi day  sxsw holytrafficjam,Positive
8323,We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,iPhone,0.0,Apple,ungrat bc much shit play  turn shit  iphon   sxsw,Negative
8324,Kind of funny/sad that the iPad release line was longer than any party lines (i saw) at #sxsw last night. #sheeple,iPad,1.0,Apple,kind funni  sad ipad releas line longer parti line  saw  sxsw last night  sheepl,Neutral
8325,Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,N/A,1.0,N/A,googl  ad prefer  view  edit  googl think like  seenocreepi sxsw,Neutral
8326,GOOGLE &quot;challenge is 2 stay true 2 what originally built this big &amp; successful brand experimentation &amp; moving fast #SXSW {link},N/A,2.0,N/A,googl  challeng  stay true  origin built big  success brand experiment  move fast sxsw  link ,Neutral
8327,Google &quot;china is not the middle east&quot; @mention #SXSW,N/A,2.0,N/A,googl  china middl east  sxsw,Neutral
8328,"I'm at &quot;Designing iPad interfaces: new navigation schema&quot; at ACC, heading to a &quot;future of touch&quot; panel after. 1 track mind. #SXSW #sxswlib11",N/A,2.0,N/A,im  design ipad interfac  new navig schema  acc  head  futur touch  panel   track mind  sxsw sxswlib,Neutral
8329,"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",N/A,2.0,N/A,googl  product gatekeep  marissa mayer locationbas  fast  fun futur   link   ht sxsw,Neutral
8330,nu bij &quot;Touching Stories: Designing Digital Magazines for the iPad&quot; #sxsw #sxswnl,N/A,2.0,N/A,nu bij  touch stori  design digit magazin ipad  sxsw sxswnl,Neutral
8331,I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,Other Apple product or service,1.0,Apple,pick  mophi  iphon charg case sxsw tradeshow  doubt ill use time great long day ,Positive
8332,"I picked up a white #ipad2 today at the Apple Store, #SXSW!",iPad,1.0,Apple,pick white ipad today appl store  sxsw ,Positive
8333,I messed up and didn't bring iPhone charger. Anyone got one I could borrow for 10 mins? #sxsw,N/A,2.0,N/A,mess didnt bring iphon charger  anyon got one could borrow  min  sxsw,Neutral
8334,prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},N/A,2.0,N/A,prep sxsw aka  nerd gone wild   here list parti thank  link ,Positive
8335,Apple Popup Store at #SXSW {link},N/A,2.0,N/A,appl popup store sxsw  link ,Neutral
8336,Apple popup store in Austin? {link} #SXSW,N/A,2.0,N/A,appl popup store austin   link  sxsw,Neutral
8337,Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,N/A,2.0,N/A,appl popup store still constuct  that keep   line peopl stand line  sxsw,Positive
8338,Apple popup store line still circles the block. #sxsw,N/A,2.0,N/A,appl popup store line still circl block  sxsw,Neutral
8339,"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",Apple,2.0,Apple,appl popup store  sxsw appl store  sxsw  link  photo,Neutral
8340,ipad pop up was the longest line for #sxswi &amp; Kanye's Vevo show @mention #sxsw should be the same {link} {link},N/A,2.0,N/A,ipad pop longest line sxswi  kany vevo show sxsw  link   link ,Neutral
8341,"Catching up with @mention in our hotel room after day 1 of #sxsw. Also, tweeting this from my new iPad.",iPad,1.0,Apple,catch hotel room day  sxsw  also  tweet new ipad ,Positive
8342,Best pickup-line at #SXSW: Do you have an iPhone charger?,N/A,2.0,N/A,best pickuplin sxsw  iphon charger ,Neutral
8343,Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,N/A,0.0,N/A,bad news updat  popup appl store ipad  sure tomorrow  sxsw,Positive
8344,Another super smart move by apple  {link} Temporary store at SXSW #apple #sxsw,Apple,1.0,Apple,anoth super smart move appl  link  temporari store sxsw appl sxsw,Positive
8345,"SXSW: GroupMe says its going global. First, it adds new social features. {link} #Android #iPhone #SMS #SteveMartocci #SXSW",N/A,2.0,N/A,sxsw  groupm say go global  first  add new social featur   link  android iphon sm stevemartocci sxsw,Neutral
8346,Stumbled upon #sxswAPIs when the google/bing session was full. Terrific so far! #sxsw,N/A,2.0,N/A,stumbl upon sxswapi googl  bing session full  terrif far  sxsw,Unknown
8347,We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,N/A,2.0,N/A,interrupt regularli schedul sxsw geek program big news  link  googl circl,Neutral
8348,We interrupt your regularly-scheduled #sxsw geek programming with Big news!  {link} by @mention  #google #circles,N/A,2.0,N/A,interrupt regularlyschedul sxsw geek program big news   link  googl circl,Neutral
8349,"Record your #sxsw experience with your iPhone.
{link}",N/A,2.0,N/A,record sxsw experi iphon   link ,Neutral
8350,In case our rabbits forgot theirs at home! Apple Opening Pop-Up Store In Austin For #SXSW {link},N/A,2.0,N/A,case rabbit forgot home  appl open popup store austin sxsw  link ,Neutral
8351,What's your take on iPad? @mention I really want it! #checkins #sxsw,iPad,1.0,Apple,what take ipad  realli want  checkin sxsw,Positive
8352,Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link},iPad or iPhone App,1.0,Apple,nice gestur  lonelyplanet make austin guid iphon free sxsw  link ,Positive
8353,The pressure (ahem... excuse) to buy mounts RT: @mention iPad 2 is the Must-Have Gadget at #SXSW {link} via @mention,iPad,1.0,Apple,pressur  ahem  excus  buy mount rt  ipad  musthav gadget sxsw  link  via,Positive
8354,I'm not sure that I care about the first guy to get an iPad 2 at #sxsw unless he is about to post it to me...,N/A,2.0,N/A,im sure care first guy get ipad  sxsw unless post ,Neutral
8355,What I journal with on my iPhone: RT @mention ** Momento is on SALE for #SXSW ** - Grab it now for just 59p / 99! {link},iPhone,1.0,Apple,journal iphon  rt   momento sale sxsw    grab p     link ,Neutral
8356,"Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",N/A,2.0,N/A,within hour buy ipad  glenda watson hyatt  cerebr palsi  abl commun stranger public  sxsw poursit,Positive
8357,"Packed house for #SXSW session - &quot;Q&amp;A w/ Google &amp; Bing on Website Ranking&quot; (w/ @mention (@mention Hilton, Salon J) {link}",N/A,2.0,N/A,pack hous sxsw session   q  w  googl  bing websit rank   w   hilton  salon j   link ,Neutral
8358,Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,N/A,1.0,N/A,pack hous googl  bing q  search rank  oh   im hope catfight   sxsw qagb,Neutral
8359,Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,N/A,0.0,N/A,googl patent someth  e   age domain rank algorithm  doesnt mean use qagb sxsw,Neutral
8360,RT never use mine on the go RT @mention &quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,N/A,2.0,N/A,rt never use mine go rt  your probabl use ipad go   disagre sxsw uxd,Neutral
8361,Over 40% use of google maps is mobile -marissa mayer #sxsw,N/A,1.0,N/A,  use googl map mobil  marissa mayer sxsw,Neutral
8362,"Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",iPad,1.0,Apple,pack housego lynn  design ipad interfac  new navig schema sxsw uxd  link ,Neutral
8363,"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",N/A,2.0,N/A,full hous  appar peopl care googl rank synthet life  tsk  tsk peopl  qagb sxsw,Neutral
8364,@mention used @mention 's @mention iPad app as an example of good navigation! #sxsw {link} via @mentionn,iPad or iPhone App,1.0,Apple,use  ipad app exampl good navig  sxsw  link  via,Positive
8365,"#Android users: what your favorite #mobile app? Something new + snazzy out of #SXSW? Let me know, thanks!",N/A,2.0,N/A,android user  favorit mobil app  someth new  snazzi sxsw  let know  thank ,Neutral
8366,@mention uses the google chrome developer tool on itself. Points out javascript console has extensive API  #killerhack #sxsw,N/A,2.0,N/A,use googl chrome develop tool  point javascript consol extens api killerhack sxsw,Neutral
8367,Next discussion  #cellbots unofficial google platform that controls the brain of our cellphones #gsdm #sxsw connect to the #cloud,N/A,2.0,N/A,next discuss cellbot unoffici googl platform control brain cellphon gsdm sxsw connect cloud,Neutral
8368,Someone just held up iPad with giant LIKE on it. Love #SXSW.,iPad,1.0,Apple,someon held ipad giant like  love sxsw ,Positive
8369,"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working. is #sxsw taking down all ATT networks nationwide?",iPhone,2.0,Apple,wife tri call att iphon   att say number work  sxsw take att network nationwid ,Unknown
8370,"Leaving Austin and I sort of want to cry. I will always remember this week. My Adele/Fiona Apple mix is my only solace.

#StartupBus #SXSW",N/A,2.0,N/A,leav austin sort want cri  alway rememb week  adel  fiona appl mix solac  startupbu sxsw,Neutral
8371,"Helpful Austin relay user imparted useful recon info on the #SXSW Apple Store location. Thanks, Phil! {link}",N/A,2.0,N/A,help austin relay user impart use recon info sxsw appl store locat  thank  phil   link ,Neutral
8372,"Cruisin Austin, checked out the venue for tomorrow night, and saw the looong Apple iPad line #sxsw",N/A,2.0,N/A,cruisin austin  check venu tomorrow night  saw looong appl ipad line sxsw,Neutral
8373,Apple's customer service is top notch. They've even got guys hanging out with the line giving inventory updates and just being nice #sxsw,Apple,1.0,Apple,appl custom servic top notch  theyv even got guy hang line give inventori updat nice sxsw,Positive
8374,Stellar customer service at the #apple store. Wish every purchase was that smooth. :) #sxsw,Apple,1.0,Apple,stellar custom servic appl store  wish everi purchas smooth   sxsw,Positive
8375,Yup #showusyouricrazy RT @mention Apple's pop-up store @mention #SXSW on the day of iPad2 release could b the most genius move in mktg history,Apple,1.0,Apple,yup showusyouricrazi rt appl popup store sxsw day ipad  releas could b geniu move mktg histori,Positive
8376,Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,N/A,2.0,N/A,heard appl popup store downtown austin  pic alreadi gowalla   link  sxsw ipad,Neutral
8377,Hanging out at the convention center with @mention and @mention Find us and win a free iPad 2!!!!! #Beiber #SXSW,N/A,2.0,N/A,hang convent center find us win free ipad     beiber sxsw,Positive
8378,Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,N/A,2.0,N/A,hang hilton lobbi downtown austin  stop say hi check android control sono  sxsw,Neutral
8379,Best to put iPad controls at top of screen - on bottom they may sink into a belly! #tapworthy #sxsw,N/A,2.0,N/A,best put ipad control top screen  bottom may sink belli  tapworthi sxsw,Neutral
8380,Plucked out of the very end of the taxi line by a stranger from @mention for lift to airport in rental car #payitforward #sxsw,N/A,2.0,N/A,pluck end taxi line stranger lift airport rental car payitforward sxsw,Neutral
8381,Missing out on #SXSW? Catch a piece of the action with our street cam: {link}  #sxswi and stream to your #ipad 2,N/A,2.0,N/A,miss sxsw  catch piec action street cam   link  sxswi stream ipad ,Positive
8382,Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},N/A,2.0,N/A,geek youtub api sxsw googl teach theatr  link ,Neutral
8383,Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,Google,1.0,Google,head googl  aclu  eff parti  yep  googl  throw back  reliv old time  fun  sxsw,Positive
8384,Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,N/A,2.0,N/A,hang googl industri parti  good crowd  sxsw,Positive
8385,Hanging out with @mention connecting @mention IN1102 to the iPad 2. #sxsw {link},N/A,2.0,N/A,hang connect ipad   sxsw  link ,Neutral
